ID,Name,Rating,Price,SkillsMoves,WeakFoot,Pace,Shooting,Passing,Dribbling,Defending,Phyiscality,Popularity,BaseStats,InGameStats,Revision,Position,WorkRate,Height,Club,Country,League,NationPic,ClubPic,PlayerPic
245,Julian Draxler,83,2.9K,4,5,77,79,81,86,55,63,77kg),6,441,2129,CL,CAM,M\M,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/21.png,https://cdn.futbin.com/content/fifa20/img/clubs/73.png,https://cdn.futbin.com/content/fifa20/img/players/202166.png?v=22
246,John Stones,83,5.3K,3,4,68,36,70,72,84,77,70kg),17,407,1887,CL,CB,H\M,"188cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/10.png,https://cdn.futbin.com/content/fifa20/img/players/203574.png?v=22
247,Arkadiusz Milik,83,2.2K,4,3,69,85,64,76,39,74,78kg),18,407,1980,CL,ST,M\M,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/37.png,https://cdn.futbin.com/content/fifa20/img/clubs/48.png,https://cdn.futbin.com/content/fifa20/img/players/205175.png?v=22
248,Luiz Frello Filho Jorge,83,2.2K,3,3,55,63,84,81,70,73,67kg),14,426,2117,CL,CM,M\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/5.png,https://cdn.futbin.com/content/fifa20/img/players/205498.png?v=22
249,Adrien Rabiot,83,3.5K,3,3,73,74,79,81,77,80,80kg),31,464,2214,CL,CM,H\M,"192cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/114153.png,https://cdn.futbin.com/content/fifa20/img/players/210008.png?v=22
250,Grimaldo,83,4.4K,3,2,85,63,79,84,77,71,69kg),8,459,2204,CL,LB,H\M,"171cm|5'7""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/234.png,https://cdn.futbin.com/content/fifa20/img/players/210035.png?v=22
251,Timo Werner,83,7.9K,3,4,92,81,67,82,35,69,75kg),98,426,2000,CL,ST,H\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/21.png,https://cdn.futbin.com/content/fifa20/img/clubs/112172.png,https://cdn.futbin.com/content/fifa20/img/players/212188.png?v=22
252,Federico Bernardeschi,83,3.1K,5,3,81,75,81,87,60,66,77kg),8,450,2140,CL,RM,H\M,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/114153.png,https://cdn.futbin.com/content/fifa20/img/players/212404.png?v=22
253,Jonathan Tah,83,4.8K,2,4,71,27,59,58,83,81,97kg),1,379,1696,CL,CB,M\M,"195cm|6'5""",https://cdn.futbin.com/content/fifa20/img/nation/21.png,https://cdn.futbin.com/content/fifa20/img/clubs/32.png,https://cdn.futbin.com/content/fifa20/img/players/213331.png?v=22
254,Thomas Lemar,83,8.3K,4,2,83,76,82,85,59,67,62kg),15,452,2185,CL,LM,M\M,"171cm|5'7""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/240.png,https://cdn.futbin.com/content/fifa20/img/players/213565.png?v=22
255,Davinson Sánchez,83,7.4K,2,3,74,45,57,67,83,81,79kg),75,407,1827,CL,CB,M\H,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/56.png,https://cdn.futbin.com/content/fifa20/img/clubs/18.png,https://cdn.futbin.com/content/fifa20/img/players/220793.png?v=22
256,Marco Asensio,83,3.7K,4,3,81,80,82,84,43,62,76kg),17,432,2073,CL,LW,H\M,"182cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/243.png,https://cdn.futbin.com/content/fifa20/img/players/220834.png?v=22
257,Gonçalo Guedes,83,3.5K,4,4,90,79,76,83,36,70,68kg),19,434,2052,CL,LM,H\M,"179cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/38.png,https://cdn.futbin.com/content/fifa20/img/clubs/461.png,https://cdn.futbin.com/content/fifa20/img/players/224411.png?v=22
258,Giovani Lo Celso,83,2.8K,4,3,77,78,82,84,65,72,68kg),33,458,2185,CL,CM,H\M,"177cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/52.png,https://cdn.futbin.com/content/fifa20/img/clubs/18.png,https://cdn.futbin.com/content/fifa20/img/players/226226.png?v=22
259,Fabián,83,2.3K,4,4,65,78,78,82,74,69,70kg),5,446,2127,CL,CM,M\M,"189cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/48.png,https://cdn.futbin.com/content/fifa20/img/players/226271.png?v=22
260,Manuel Akanji,83,5.1K,2,3,78,45,68,72,83,80,91kg),20,426,1943,CL,CB,M\H,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/47.png,https://cdn.futbin.com/content/fifa20/img/clubs/22.png,https://cdn.futbin.com/content/fifa20/img/players/229237.png?v=22
261,Trent Alexander-Arnold,83,9.3K,3,4,80,62,82,78,78,70,69kg),50,450,2156,CL,RB,H\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/9.png,https://cdn.futbin.com/content/fifa20/img/players/231281.png?v=22
262,Pablo Sarabia,83,3.4K,4,4,75,76,82,84,57,57,70kg),15,431,2052,CL,CAM,H\M,"174cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/73.png,https://cdn.futbin.com/content/fifa20/img/players/198950.png?v=22
263,Corentin Tolisso,83,2.3K,3,3,69,77,79,78,76,79,81kg),33,458,2215,CL,CM,H\M,"181cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/21.png,https://cdn.futbin.com/content/fifa20/img/players/219683.png?v=22
264,Luka Jovic,83,2.5K,3,5,77,82,68,81,29,74,85kg),22,411,1965,CL,ST,M\M,"182cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/51.png,https://cdn.futbin.com/content/fifa20/img/clubs/243.png,https://cdn.futbin.com/content/fifa20/img/players/232432.png?v=22
265,Matheus Cunha,83,256.2K,4,4,85,86,70,89,34,75,75kg),829,439,2074,SBC,ST,M\M,"184cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/112172.png,https://cdn.futbin.com/content/fifa20/img/players/p50571891.png?v=22
266,Domagoj Vida,83,24.75K,2,3,78,43,63,65,85,82,76kg),183,416,1924,IF,CB,M\H,"184cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/10.png,https://cdn.futbin.com/content/fifa20/img/clubs/327.png,https://cdn.futbin.com/content/fifa20/img/players/p50530854.png?v=22
267,Tahith Chong,83,13.85K,4,3,86,84,70,86,46,78,75kg),2839,450,2109,Halloween SBC,RM,H\H,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/34.png,https://cdn.futbin.com/content/fifa20/img/clubs/11.png,https://cdn.futbin.com/content/fifa20/img/players/p67342374.png?v=22
268,Thomas Delaine,83,215.6K,3,5,92,59,79,82,74,81,70kg),677,467,2147,SBC,LB,H\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/68.png,https://cdn.futbin.com/content/fifa20/img/players/p50535389.png?v=22
269,Walter Benítez,83,22K,1,2,83,83,77,85,51,82,91kg),1,461,-,IF,GK,M\M,"191cm|6'3""",https://cdn.futbin.com/content/fifa20/img/nation/52.png,https://cdn.futbin.com/content/fifa20/img/clubs/72.png,https://cdn.futbin.com/content/fifa20/img/players/215223.png?v=22
270,Chris Smalling,83,34.75K,2,3,72,51,61,62,83,84,81kg),718,413,1872,IF,CB,M\H,"194cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/52.png,https://cdn.futbin.com/content/fifa20/img/players/p50521529.png?v=22,,
271,Ben Foster,83,24.25K,1,3,82,83,76,84,52,82,90kg),25,459,-,IF,GK,M\M,"193cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/1795.png,https://cdn.futbin.com/content/fifa20/img/players/163155.png?v=22,,
272,Nicolò Barella,83,33K,3,3,79,70,81,83,77,73,68kg),236,463,2198,IF,CM,M\H,"175cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/44.png,https://cdn.futbin.com/content/fifa20/img/players/p84110312.png?v=22,,
273,Raúl Jiménez,83,30.5K,3,4,81,82,75,78,50,83,81kg),64,449,2116,IF,ST,H\H,"188cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/83.png,https://cdn.futbin.com/content/fifa20/img/clubs/110.png,https://cdn.futbin.com/content/fifa20/img/players/204838.png?v=22,,
274,Lars Bender,83,30.5K,2,3,69,67,75,75,87,80,81kg),117,453,2144,IF,RB,M\H,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/21.png,https://cdn.futbin.com/content/fifa20/img/clubs/32.png,https://cdn.futbin.com/content/fifa20/img/players/p67286321.png?v=22,,
275,Benoît Costil,83,19.5K,1,3,84,81,82,83,54,83,88kg),6,467,-,IF,GK,M\M,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/59.png,https://cdn.futbin.com/content/fifa20/img/players/158121.png?v=22,,
276,Nicolò Zaniolo,83,15.25K,3,3,82,79,80,84,67,85,79kg),216,477,2186,Europa TOTT,RM,M\M,"190cm|6'3""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/52.png,https://cdn.futbin.com/content/fifa20/img/players/p84124147.png?v=22,,
277,Martin Dúbravka,83,25K,1,2,81,84,84,84,50,82,80kg),87,465,-,IF,GK,M\M,"190cm|6'3""",https://cdn.futbin.com/content/fifa20/img/nation/43.png,https://cdn.futbin.com/content/fifa20/img/clubs/13.png,https://cdn.futbin.com/content/fifa20/img/players/p50552055.png?v=22,,
278,Martin Hinteregger,83,23K,2,3,71,65,68,63,84,83,83kg),182,434,2088,IF,CB,H\M,"184cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/4.png,https://cdn.futbin.com/content/fifa20/img/clubs/1824.png,https://cdn.futbin.com/content/fifa20/img/players/p50533570.png?v=22,,
279,Joaquín,83,36.5K,4,3,70,82,86,85,47,59,75kg),79,429,2053,IF,LM,H\M,"179cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/449.png,https://cdn.futbin.com/content/fifa20/img/players/p50376834.png?v=22,,
280,Nicolás Tagliafico,83,17.5K,3,2,82,58,73,77,81,82,65kg),59,453,2114,TOTY Nominee,LB,H\H,"172cm|5'8""",https://cdn.futbin.com/content/fifa20/img/nation/52.png,https://cdn.futbin.com/content/fifa20/img/clubs/245.png,https://cdn.futbin.com/content/fifa20/img/players/p117651768.png?v=22,,
281,Steven Berghuis,83,22K,3,2,82,81,84,84,39,65,75kg),71,435,2081,IF,RW,M\L,"182cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/34.png,https://cdn.futbin.com/content/fifa20/img/clubs/246.png,https://cdn.futbin.com/content/fifa20/img/players/200260.png?v=22,,
282,Leandro Paredes,83,25K,4,4,75,71,84,82,75,77,75kg),213,464,2231,IF,CM,M\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/52.png,https://cdn.futbin.com/content/fifa20/img/clubs/73.png,https://cdn.futbin.com/content/fifa20/img/players/p67316303.png?v=22,,
283,Campaña,83,30.5K,4,3,65,76,85,81,76,75,70kg),25,458,2197,IF,CM,M\M,"179cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/1853.png,https://cdn.futbin.com/content/fifa20/img/players/p50531471.png?v=22,,
284,Jeff Reine-Adelaïde,83,1,POTM,33.85K,4,3,86,78,80,88,59,75,75kg),136,466,2182,Ligue,CAM,H\M,"184cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/66.png,https://cdn.futbin.com/content/fifa20/img/players/p50560157.png?v=22
285,Benjamin Mendy,83,68K,3,3,85,53,81,81,81,81,85kg),1141,462,2137,IF,LB,H\L,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/10.png,https://cdn.futbin.com/content/fifa20/img/players/p67313748.png?v=22,,
286,Tom Heaton,83,23.5K,1,3,83,82,77,88,59,85,92kg),60,474,-,IF,GK,M\M,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/2.png,https://cdn.futbin.com/content/fifa20/img/players/p50494912.png?v=22,,
287,Adama,83,81.5K,4,2,98,78,75,87,42,83,72kg),2647,463,2100,SIF,RW,H\M,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/110.png,https://cdn.futbin.com/content/fifa20/img/players/p100877252.png?v=22,,
288,Odisseas Vlachodimos,83,17.25K,1,3,87,77,71,89,46,80,77kg),46,450,-,IF,GK,M\M,"188cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/22.png,https://cdn.futbin.com/content/fifa20/img/clubs/234.png,https://cdn.futbin.com/content/fifa20/img/players/211990.png?v=22,,
289,Deulofeu,83,25K,4,4,91,77,79,90,33,60,73kg),487,430,2048,IF,LM,H\L,"177cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/1795.png,https://cdn.futbin.com/content/fifa20/img/players/p50534125.png?v=22,,
290,Kamil Glik,83,28K,2,2,49,35,47,57,83,86,80kg),57,357,1654,IF,CB,L\M,"190cm|6'3""",https://cdn.futbin.com/content/fifa20/img/nation/37.png,https://cdn.futbin.com/content/fifa20/img/clubs/69.png,https://cdn.futbin.com/content/fifa20/img/players/190547.png?v=22,,
291,Michael Keane,83,29.25K,2,3,64,52,65,70,84,82,82kg),51,417,1925,IF,CB,M\H,"191cm|6'3""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/7.png,https://cdn.futbin.com/content/fifa20/img/players/p50539247.png?v=22,,
292,Hans Vanaken,83,20.75K,4,5,51,81,84,81,68,76,80kg),27,441,2152,IF,CAM,H\H,"195cm|6'5""",https://cdn.futbin.com/content/fifa20/img/nation/7.png,https://cdn.futbin.com/content/fifa20/img/clubs/231.png,https://cdn.futbin.com/content/fifa20/img/players/200155.png?v=22,,
293,Ante Rebic,83,30.25K,4,4,91,83,74,83,42,84,78kg),504,457,2109,IF,LM,H\M,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/10.png,https://cdn.futbin.com/content/fifa20/img/clubs/47.png,https://cdn.futbin.com/content/fifa20/img/players/220018.png?v=22,,
294,Portu,83,35.75K,3,4,84,82,80,84,61,79,70kg),51,470,2193,IF,RM,H\M,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/457.png,https://cdn.futbin.com/content/fifa20/img/players/205070.png?v=22,,
295,Steve Mandanda,83,21.5K,1,3,83,83,80,84,52,83,80kg),74,465,-,IF,GK,M\M,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/219.png,https://cdn.futbin.com/content/fifa20/img/players/163705.png?v=22,,
296,Wayne Rooney,83,20K,3,4,70,85,83,81,59,79,83kg),449,457,2255,MOTM,CM,M\H,"176cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/91.png,https://cdn.futbin.com/content/fifa20/img/players/54050.png?v=22,,
297,Nicolò Zaniolo,83,0,3,3,83,79,80,84,67,85,79kg),296,478,2188,Future Stars,CAM,M\M,"190cm|6'3""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/52.png,https://cdn.futbin.com/content/fifa20/img/players/p134455795.png?v=22,,
298,João Victor,83,36K,4,5,92,85,72,79,38,64,72kg),489,430,1975,Winter Refresh,LW,M\M,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/175.png,https://cdn.futbin.com/content/fifa20/img/players/p50571694.png?v=22,,
299,Anthony Limbombe,83,34.75K,4,5,90,85,77,83,63,70,72kg),459,468,2220,Winter Refresh,LW,H\M,"177cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/7.png,https://cdn.futbin.com/content/fifa20/img/clubs/71.png,https://cdn.futbin.com/content/fifa20/img/players/p67310802.png?v=22,,
300,Yannick Carrasco,83,0,4,4,90,80,75,86,39,64,71kg),25,434,2047,CL,LM,H\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/7.png,https://cdn.futbin.com/content/fifa20/img/clubs/240.png,https://cdn.futbin.com/content/fifa20/img/players/208418.png?v=22
301,Yannick Carrasco,83,2.9K,4,4,90,80,75,86,39,64,71kg),253,434,2047,Normal,LM,H\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/7.png,https://cdn.futbin.com/content/fifa20/img/clubs/240.png,https://cdn.futbin.com/content/fifa20/img/players/208418.png?v=22
302,Paco Alcácer,83,2.7K,3,4,79,84,68,81,36,63,72kg),15,411,2018,Normal,ST,M\L,"175cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/483.png,https://cdn.futbin.com/content/fifa20/img/players/200454.png?v=22
303,Lars Stindl,83,21K,4,4,70,84,82,82,62,75,80kg),41,455,2223,IF,CAM,M\M,"181cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/21.png,https://cdn.futbin.com/content/fifa20/img/clubs/23.png,https://cdn.futbin.com/content/fifa20/img/players/187072.png?v=22
304,Diogo Jota,83,18.5K,4,5,86,83,74,87,56,79,73kg),598,465,2197,Europa MOTM,LW,H\H,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/38.png,https://cdn.futbin.com/content/fifa20/img/clubs/110.png,https://cdn.futbin.com/content/fifa20/img/players/224458.png?v=22
305,Taras Stepanenko,83,12K,3,3,71,64,75,74,82,84,76kg),22,450,2124,Europa MOTM,CDM,M\H,"181cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/49.png,https://cdn.futbin.com/content/fifa20/img/clubs/101059.png,https://cdn.futbin.com/content/fifa20/img/players/206413.png?v=22
306,André-Pierre Gignac,83,18.5K,3,3,74,86,74,77,46,86,91kg),45,443,2109,IF,CF,M\M,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/1970.png,https://cdn.futbin.com/content/fifa20/img/players/153244.png?v=22
307,Miguel Almirón,83,23K,4,2,91,81,81,84,51,66,63kg),219,454,2128,MOTM,CAM,H\H,"174cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/58.png,https://cdn.futbin.com/content/fifa20/img/clubs/13.png,https://cdn.futbin.com/content/fifa20/img/players/230977.png?v=22
308,Sidnei,83,31.25K,2,2,73,60,64,70,83,85,80kg),89,435,1951,IF,CB,H\M,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/449.png,https://cdn.futbin.com/content/fifa20/img/players/p50513650.png?v=22
309,Munas Dabbur,83,12K,4,4,80,82,70,80,35,76,76kg),137,423,2037,TOTW Moments,ST,M\L,"182cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/26.png,https://cdn.futbin.com/content/fifa20/img/clubs/10029.png,https://cdn.futbin.com/content/fifa20/img/players/208498.png?v=22
310,Pozuelo,83,11K,4,5,70,78,82,87,52,64,73kg),74,433,2112,TOTW Moments,CAM,H\M,"170cm|5'7""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/111651.png,https://cdn.futbin.com/content/fifa20/img/players/203895.png?v=22
311,Simone Verdi,83,22.5K,4,5,90,78,84,86,50,58,61kg),102,446,2156,TOTW Moments,LM,H\M,"171cm|5'7""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/54.png,https://cdn.futbin.com/content/fifa20/img/players/p84082969.png?v=22
312,Igor Akinfeev,83,10.5K,1,3,80,76,83,87,54,85,78kg),21,465,-,TOTW Moments,GK,M\M,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/40.png,https://cdn.futbin.com/content/fifa20/img/clubs/315.png,https://cdn.futbin.com/content/fifa20/img/players/148119.png?v=22
313,Makoto Hasebe,83,11K,3,3,56,54,81,75,86,73,72kg),0,425,2107,TOTW Moments,CB,M\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/163.png,https://cdn.futbin.com/content/fifa20/img/clubs/1824.png,https://cdn.futbin.com/content/fifa20/img/players/p50512746.png?v=22
314,Gabriel Jesus,82,4.3K,4,3,85,80,72,86,39,71,73kg),1662,433,2072,Normal,ST,H\H,"175cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/10.png,https://cdn.futbin.com/content/fifa20/img/players/230666.png?v=22
315,Olivier Giroud,82,1.5K,3,3,46,81,71,73,42,79,92kg),105,392,1954,Normal,ST,M\M,"193cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/5.png,https://cdn.futbin.com/content/fifa20/img/players/178509.png?v=22
316,Nacho Fernández,82,2.2K,2,4,74,37,66,65,81,79,76kg),197,402,1869,Normal,CB,M\H,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/243.png,https://cdn.futbin.com/content/fifa20/img/players/200724.png?v=22
317,Stefan Savic,82,1.3K,2,3,55,35,54,58,84,72,79kg),11,358,1682,Normal,CB,M\H,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/15.png,https://cdn.futbin.com/content/fifa20/img/clubs/240.png,https://cdn.futbin.com/content/fifa20/img/players/204639.png?v=22
318,Simon Kjær,82,0,2,3,65,55,63,56,81,78,84kg),3,398,1870,Normal,CB,L\H,"191cm|6'3""",https://cdn.futbin.com/content/fifa20/img/nation/13.png,https://cdn.futbin.com/content/fifa20/img/clubs/481.png,https://cdn.futbin.com/content/fifa20/img/players/179645.png?v=22
319,Sergio Asenjo,82,1.2K,1,3,84,82,77,81,57,80,87kg),45,461,1020,Normal,GK,M\M,"189cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/483.png,https://cdn.futbin.com/content/fifa20/img/players/178750.png?v=22
320,Pacheco,82,1K,1,2,81,79,70,83,46,83,81kg),28,442,967,Normal,GK,M\M,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/463.png,https://cdn.futbin.com/content/fifa20/img/players/209960.png?v=22
321,David Soria,82,1K,1,3,83,81,71,83,43,82,85kg),57,443,929,Normal,GK,M\M,"192cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/1860.png,https://cdn.futbin.com/content/fifa20/img/players/223952.png?v=22
